Date,Price - Close,Price - High,Price - Low,Price to Earnings Ratio,Enterprise Value to Sales
7/26/2013,1691.65,1691.85,1676.03,14.21954702,1.702733615
7/29/2013,1685.33,1690.92,1681.86,14.16184815,1.698570963
7/30/2013,1685.96,1693.19,1682.42,14.17564572,1.700459871
7/31/2013,1685.73,1698.43,1684.94,14.16159202,1.697218131
8/1/2013,1706.87,1707.85,1689.42,14.33943273,1.71097139
8/2/2013,1709.67,1709.67,1700.68,14.35441289,1.710659491
8/5/2013,1707.14,1709.24,1703.55,14.32479405,1.707886059
8/6/2013,1697.37,1705.79,1693.29,14.24112275,1.698760097
8/7/2013,1690.91,1695.3,1684.91,14.17804967,1.693582374
8/8/2013,1697.48,1700.18,1688.38,14.22718285,1.698477045
8/9/2013,1691.42,1699.42,1686.02,14.1672367,1.693033198
8/12/2013,1689.47,1691.49,1683.35,14.1407829,1.68877792
8/13/2013,1694.16,1696.81,1682.62,14.16990992,1.698896917
8/14/2013,1685.39,1695.52,1684.83,14.09479519,1.690507959
8/15/2013,1661.32,1679.61,1658.59,13.89121289,1.67057252
8/16/2013,1655.83,1663.6,1652.61,13.84393081,1.664974974
8/19/2013,1646.06,1659.18,1645.84,13.75789148,1.658821427
8/20/2013,1652.35,1658.92,1646.08,13.7992584,1.662205457
8/21/2013,1642.8,1656.99,1639.43,13.72609884,1.655342271
8/22/2013,1656.96,1659.55,1645.03,13.83702556,1.663833301
8/23/2013,1663.5,1664.85,1654.81,13.89563414,1.670770324
8/26/2013,1656.78,1669.51,1656.02,13.82660038,1.66459714
8/27/2013,1630.48,1652.54,1629.05,13.60262353,1.644176677
8/28/2013,1634.96,1641.18,1627.47,13.6338347,1.647945437
8/29/2013,1638.17,1646.41,1630.88,13.66064096,1.650072362
8/30/2013,1632.97,1640.08,1628.05,13.61342448,1.645902311
9/3/2013,1639.77,1651.35,1633.41,13.64798022,1.64920538
9/4/2013,1653.08,1655.72,1637.41,13.75029963,1.66005739
9/5/2013,1655.08,1659.17,1653.07,13.76241996,1.660779273
9/6/2013,1655.17,1664.83,1640.62,13.76332221,1.659803138
9/9/2013,1671.71,1672.4,1656.85,13.89572938,1.674190564
9/10/2013,1683.99,1684.09,1674.32,14.00014859,1.686273959
9/11/2013,1689.13,1689.13,1678.7,14.03118089,1.691343929
9/12/2013,1683.42,1689.97,1681.96,13.98022035,1.687539245
9/13/2013,1687.99,1688.73,1682.22,14.01831724,1.691175561
9/16/2013,1697.6,1704.95,1691.7,14.08437518,1.697374329
9/17/2013,1704.76,1705.52,1697.73,14.14848335,1.704083512
9/18/2013,1725.52,1729.44,1700.35,14.3235649,1.724524743
9/19/2013,1722.34,1729.86,1720.2,14.29931273,1.723760183
9/20/2013,1709.91,1725.23,1708.89,14.19701415,1.712422499
9/23/2013,1701.84,1711.44,1697.1,14.11837983,1.707583865
9/24/2013,1697.42,1707.63,1694.9,14.08460121,1.705216718
9/25/2013,1692.77,1701.71,1691.88,14.04582056,1.699337683
9/26/2013,1698.67,1703.85,1693.11,14.09341834,1.705372817
9/27/2013,1691.75,1695.52,1687.11,14.02951721,1.698454909
9/30/2013,1681.55,1687.26,1674.99,13.94156781,1.688429316
10/1/2013,1695,1696.55,1682.07,14.04881517,1.699800622
10/2/2013,1693.87,1693.87,1680.34,14.03716407,1.697684842
10/3/2013,1678.66,1692.35,1670.36,13.90882019,1.68350915
10/4/2013,1690.5,1691.94,1677.33,13.99702202,1.692703421
10/7/2013,1676.12,1687.15,1674.7,13.86742321,1.681575815
10/8/2013,1655.45,1676.79,1655.03,13.69909363,1.659205902
10/9/2013,1656.4,1662.47,1646.47,13.71294721,1.659185088
10/10/2013,1692.56,1692.56,1660.88,14.01180254,1.68848779
10/11/2013,1703.2,1703.44,1688.52,14.11084158,1.698074621
10/14/2013,1710.14,1711.03,1692.13,14.15969413,1.703679465
10/15/2013,1698.06,1711.57,1695.93,14.05868768,1.693766574
10/16/2013,1721.54,1721.76,1700.49,14.25758308,1.712195584
10/17/2013,1733.15,1733.45,1714.12,14.36824064,1.72251711
10/18/2013,1744.5,1745.31,1735.74,14.46198679,1.73410263
10/21/2013,1744.66,1747.79,1740.67,14.45468611,1.734318675
10/22/2013,1754.67,1759.33,1746.48,14.52533234,1.743622346
10/23/2013,1746.38,1752.27,1740.5,14.45540417,1.738303932
10/24/2013,1752.07,1753.94,1745.5,14.49697884,1.744043252
10/25/2013,1759.77,1759.82,1752.45,14.5591808,1.749544015
10/28/2013,1762.11,1764.99,1757.67,14.56024192,1.74927342
10/29/2013,1771.95,1772.09,1762.93,14.64089036,1.756501176
10/30/2013,1763.31,1775.22,1757.24,14.56616391,1.749484435
10/31/2013,1756.54,1768.53,1755.72,14.50624458,1.747087782
11/1/2013,1761.64,1765.67,1752.7,14.54651397,1.7490638
11/4/2013,1767.93,1768.78,1761.56,14.58667592,1.751146104
11/5/2013,1762.97,1767.03,1755.76,14.55331853,1.747928139
11/6/2013,1770.49,1773.74,1764.4,14.61568695,1.754032457
11/7/2013,1747.15,1774.54,1746.2,14.41731161,1.733435726
11/8/2013,1770.61,1770.78,1747.63,14.59909462,1.749140212
11/11/2013,1771.89,1773.44,1767.85,14.6008346,1.753680788
11/12/2013,1767.69,1771.78,1762.29,14.56872098,1.751712173
11/13/2013,1782,1782,1760.64,14.6843454,1.762970165
11/14/2013,1790.62,1791.53,1780.22,14.76380591,1.770682697
11/15/2013,1798.18,1798.22,1790.66,14.82698715,1.775421649
11/18/2013,1791.53,1802.33,1788,14.75823811,1.767716772
11/19/2013,1787.87,1795.51,1784.72,14.72131782,1.76288168
11/20/2013,1781.37,1795.73,1777.23,14.66145819,1.756209624
11/21/2013,1795.85,1797.16,1783.52,14.77949927,1.766588486
11/22/2013,1804.76,1804.84,1794.7,14.84534382,1.773337516
11/25/2013,1802.48,1808.1,1800.58,14.81931533,1.769722358
11/26/2013,1802.75,1808.42,1800.77,14.82084394,1.770515331
11/27/2013,1807.23,1808.27,1802.77,14.85933596,1.774633479
11/29/2013,1805.81,1813.55,1803.98,14.83915015,1.773619729
12/2/2013,1800.9,1810.02,1798.6,14.7890004,1.767469315
12/3/2013,1795.15,1800.1,1787.85,14.73768552,1.764538678
12/4/2013,1792.81,1799.8,1779.09,14.71720662,1.762316331
12/5/2013,1785.03,1792.82,1783.38,14.64736295,1.754651171
12/6/2013,1805.09,1806.04,1788.36,14.8108019,1.771120981
12/9/2013,1808.37,1811.52,1806.21,14.83116703,1.777964187
12/10/2013,1802.62,1808.52,1801.75,14.77703618,1.77219412
12/11/2013,1782.22,1802.97,1780.09,14.61677428,1.755480115
12/12/2013,1775.5,1782.99,1772.28,14.57193079,1.749511347
12/13/2013,1775.32,1780.92,1772.45,14.5812944,1.749822781
12/16/2013,1786.54,1792.22,1777.48,14.65973017,1.760878695
12/17/2013,1781,1786.77,1777.05,14.61204432,1.757088562
12/18/2013,1810.65,1811.08,1767.99,14.87832679,1.781000064
12/19/2013,1809.6,1810.88,1801.35,14.86169789,1.779326705
12/20/2013,1818.32,1823.75,1810.25,14.93342979,1.786992705
12/23/2013,1827.99,1829.75,1822.92,14.99987858,1.79436931
12/24/2013,1833.32,1833.32,1828.02,15.03867694,1.798951051
12/26/2013,1842.02,1842.84,1834.96,15.10404667,1.806946757
12/27/2013,1841.4,1844.89,1839.81,15.09196515,1.80583662
12/30/2013,1841.07,1842.47,1838.77,15.08054948,1.804916203
12/31/2013,1848.36,1849.44,1842.41,15.13622077,1.809925684
1/2/2014,1831.98,1845.86,1827.74,15.00022754,1.795145893
1/3/2014,1831.37,1838.24,1829.13,14.9921631,1.792719224
1/6/2014,1826.77,1837.16,1823.73,14.95327467,1.787909873
1/7/2014,1837.88,1840.1,1828.71,15.03601299,1.798879425
1/8/2014,1837.49,1840.02,1831.4,15.0252665,1.796796244
1/9/2014,1838.13,1843.23,1830.38,15.03614235,1.799160417
1/10/2014,1842.37,1843.15,1832.43,15.08008733,1.805035504
1/13/2014,1819.2,1843.45,1815.52,14.8806735,1.789362253
1/14/2014,1838.88,1839.26,1821.36,15.03781083,1.805585166
1/15/2014,1848.38,1850.84,1840.52,15.11570161,1.811917275
1/16/2014,1845.89,1847.99,1840.3,15.10164206,1.811507269
1/17/2014,1838.7,1846.04,1835.23,15.05495481,1.805259561
1/21/2014,1843.8,1849.31,1832.38,15.08540853,1.811889294
1/22/2014,1844.86,1846.87,1840.88,15.09428813,1.812356256
1/23/2014,1828.46,1842.29,1820.06,14.97039628,1.800190385
1/24/2014,1790.29,1826.96,1790.29,14.64842638,1.766178476
1/27/2014,1781.56,1795.98,1772.88,14.56362186,1.756388364
1/28/2014,1792.5,1793.87,1779.49,14.67503319,1.765388515
1/29/2014,1774.2,1790.15,1770.45,14.5251697,1.749897485
1/30/2014,1794.19,1798.77,1777.17,14.68496146,1.76671715
1/31/2014,1782.59,1793.88,1772.26,14.6128804,1.757988222
2/3/2014,1741.89,1784.83,1739.66,14.2636609,1.723220074
2/4/2014,1755.2,1758.73,1743.82,14.36458455,1.734107226
2/5/2014,1751.64,1755.79,1737.92,14.32433878,1.730496861
2/6/2014,1773.43,1774.06,1752.99,14.50485977,1.748436935
2/7/2014,1797.02,1798.03,1776.01,14.69284221,1.768878156
2/10/2014,1799.84,1799.94,1791.83,14.70421066,1.769728729
2/11/2014,1819.75,1823.54,1800.41,14.86720524,1.786349777
2/12/2014,1819.26,1826.55,1815.97,14.86577496,1.788022914
2/13/2014,1829.83,1830.25,1809.22,14.95347228,1.798523516
2/14/2014,1838.63,1841.65,1825.59,15.02773698,1.808642237
2/18/2014,1840.76,1842.87,1835.01,15.0272161,1.808567134
2/19/2014,1828.75,1847.5,1826.99,14.92115873,1.799390736
2/20/2014,1839.78,1842.79,1824.58,15.01066093,1.809065791
2/21/2014,1836.25,1846.13,1835.6,14.98588963,1.803840359
2/24/2014,1847.61,1858.71,1836.78,15.06049765,1.818860607
2/25/2014,1845.12,1852.91,1840.19,15.03411578,1.817315748
2/26/2014,1845.16,1852.65,1840.66,15.03555878,1.818529866
2/27/2014,1854.29,1854.53,1841.13,15.11015692,1.825574154
2/28/2014,1859.45,1867.92,1847.67,15.14463604,1.82634311
3/3/2014,1845.73,1857.68,1834.44,15.02168399,1.817367928
3/4/2014,1873.91,1876.23,1849.23,15.25038982,1.839893712
3/5/2014,1873.81,1876.53,1871.11,15.24811218,1.838048106
3/6/2014,1877.03,1881.94,1874.18,15.28012499,1.839465763
3/7/2014,1878.04,1883.57,1870.56,15.272185,1.838015482
3/10/2014,1877.17,1877.87,1867.04,15.25457604,1.837220946
3/11/2014,1867.63,1882.35,1863.88,15.18132323,1.830754829
3/12/2014,1868.2,1868.38,1854.38,15.1902766,1.832432159
3/13/2014,1846.34,1874.4,1841.86,15.00752456,1.813047205
3/14/2014,1841.13,1852.44,1839.57,14.95810966,1.808932704
3/17/2014,1858.83,1862.3,1842.81,15.09345662,1.822673548
3/18/2014,1872.25,1873.76,1858.92,15.19992016,1.834067901
3/19/2014,1860.77,1874.14,1850.35,15.10458693,1.821627964
3/20/2014,1872.01,1873.49,1854.63,15.19672978,1.82733096
3/21/2014,1866.52,1883.97,1863.46,15.15302083,1.82196076
3/24/2014,1857.44,1873.34,1849.69,15.07266676,1.813636661
3/25/2014,1865.62,1871.87,1855.96,15.13567264,1.821394913
3/26/2014,1852.56,1875.92,1852.56,15.02143384,1.8103899
3/27/2014,1849.04,1855.55,1842.11,14.98643473,1.809019793
3/28/2014,1857.62,1866.63,1850.07,15.05781653,1.814185362
3/31/2014,1872.34,1875.18,1859.16,15.17997546,1.821941565
4/1/2014,1885.52,1885.84,1873.96,15.27887459,1.833931189
4/2/2014,1890.9,1893.17,1883.79,15.31284946,1.838420884
4/3/2014,1888.77,1893.8,1882.65,15.29129904,1.837964516
4/4/2014,1865.09,1897.28,1863.26,15.10222711,1.817638098
4/7/2014,1845.04,1864.04,1841.48,14.94869112,1.802634515
4/8/2014,1851.96,1854.95,1837.49,15.00320388,1.809537364
4/9/2014,1872.18,1872.43,1852.38,15.16745782,1.82663322
4/10/2014,1833.08,1872.53,1830.87,14.84640201,1.794899948
4/11/2014,1815.69,1835.07,1814.36,14.71936623,1.781078278
4/14/2014,1830.61,1834.19,1815.8,14.82230904,1.792726969
4/15/2014,1842.98,1844.02,1816.29,14.91156368,1.801490923
4/16/2014,1862.31,1862.31,1846.01,15.08281981,1.81922918
4/17/2014,1864.85,1869.63,1856.72,15.08860758,1.822049544
4/21/2014,1871.89,1871.89,1863.18,15.12313852,1.827877268
4/22/2014,1879.55,1884.89,1872.57,15.18192048,1.833107346
4/23/2014,1875.39,1879.75,1873.91,15.08730146,1.82601501
4/24/2014,1878.61,1884.06,1870.24,15.07799026,1.828811807
4/25/2014,1863.4,1877.72,1859.7,14.94661091,1.815205453
4/28/2014,1869.43,1877.01,1850.61,14.98298012,1.823093648
4/29/2014,1878.33,1880.6,1870.78,15.04305082,1.828710284
4/30/2014,1883.95,1885.2,1872.69,15.07923584,1.832584354
5/1/2014,1883.68,1888.59,1878.04,15.06364164,1.832718227
5/2/2014,1881.14,1891.33,1878.5,15.04382455,1.829532075
5/5/2014,1884.66,1885.51,1866.77,15.05853859,1.834709493
5/6/2014,1867.72,1883.69,1867.72,14.91355873,1.821116746
5/7/2014,1878.21,1878.83,1859.79,14.98818188,1.827713522
5/8/2014,1875.63,1889.07,1870.05,14.95744478,1.822913195
5/9/2014,1878.48,1878.57,1867.02,14.97407342,1.825800676
5/12/2014,1896.65,1897.13,1880.03,15.10491993,1.838979443
5/13/2014,1897.45,1902.17,1896.06,15.10784855,1.839599914
5/14/2014,1888.53,1897.13,1885.77,15.0318804,1.846101666
5/15/2014,1870.85,1888.16,1862.36,14.88878379,1.831972377
5/16/2014,1877.86,1878.28,1864.82,14.94080626,1.83864295
5/19/2014,1885.08,1886,1872.42,14.98537085,1.843268427
5/20/2014,1872.83,1884.88,1868.14,14.88441207,1.832823636
5/21/2014,1888.03,1888.8,1873.34,15.00300703,1.844616868
5/22/2014,1892.49,1896.33,1885.39,15.03483309,1.847681072
5/23/2014,1900.53,1901.26,1893.32,15.09510848,1.854870719
5/27/2014,1911.91,1912.28,1902.01,15.17117692,1.862534525
5/28/2014,1909.78,1914.46,1907.3,15.15027762,1.86086523
5/29/2014,1920.03,1920.03,1909.82,15.23018331,1.869432681
5/30/2014,1923.57,1924.03,1916.64,15.25441895,1.872155881
6/2/2014,1924.97,1925.88,1915.98,15.24659823,1.871174856
6/3/2014,1924.24,1925.07,1918.79,15.23825778,1.869553674
6/4/2014,1927.88,1928.63,1918.6,15.26399209,1.872185871
6/5/2014,1940.46,1941.74,1922.93,15.36033011,1.882411283
6/6/2014,1949.44,1949.44,1942.41,15.42751294,1.88917368
6/9/2014,1951.27,1955.55,1947.16,15.42682114,1.887449873
6/10/2014,1950.79,1950.86,1944.64,15.42069905,1.887218953
6/11/2014,1943.89,1949.37,1940.08,15.35677201,1.881472141
6/12/2014,1930.11,1943.35,1925.78,15.22534937,1.8677992
6/13/2014,1936.16,1937.3,1927.69,15.27031326,1.873143574
6/16/2014,1937.78,1941.15,1930.91,15.2642364,1.874689963
6/17/2014,1941.99,1943.69,1933.55,15.29684933,1.875795168
6/18/2014,1956.98,1957.74,1939.29,15.41261304,1.888895242
6/19/2014,1959.48,1959.87,1952.26,15.43004408,1.891454154
6/20/2014,1962.87,1963.91,1959.17,15.44948796,1.892983168
6/23/2014,1962.61,1963.74,1958.89,15.43774989,1.891489963
6/24/2014,1949.98,1968.17,1948.34,15.33684167,1.881793159
6/25/2014,1959.53,1960.83,1947.49,15.40072345,1.887884006
6/26/2014,1957.22,1959.89,1944.69,15.37870483,1.886290224
6/27/2014,1960.96,1961.47,1952.18,15.40763093,1.889611996
6/30/2014,1960.23,1964.24,1958.22,15.39793604,1.887951045
7/1/2014,1973.32,1978.58,1962.29,15.5036399,1.899608776
7/2/2014,1974.62,1976.67,1972.58,15.50525588,1.900050456
7/3/2014,1985.44,1985.59,1975.88,15.58127982,1.907459641
7/7/2014,1977.65,1984.22,1974.88,15.50184745,1.90161081
7/8/2014,1963.71,1976.39,1959.46,15.38432339,1.890283315
7/9/2014,1972.83,1974.15,1965.1,15.4411416,1.897144407
7/10/2014,1964.68,1969.84,1952.86,15.36974249,1.887056682
7/11/2014,1967.57,1968.67,1959.63,15.39072471,1.889314394
7/14/2014,1977.1,1979.85,1969.86,15.44346818,1.895558418
7/15/2014,1973.28,1982.52,1965.34,15.39796016,1.889413317
7/16/2014,1981.57,1983.94,1975.67,15.44514422,1.895037501
7/17/2014,1958.12,1981.8,1955.59,15.2588791,1.875677472
7/18/2014,1978.22,1979.91,1960.82,15.41068106,1.892888826
7/21/2014,1973.63,1976.93,1965.77,15.35681348,1.887216731
7/22/2014,1983.53,1986.24,1975.65,15.42944301,1.895903209
7/23/2014,1987.01,1989.23,1982.44,15.44687955,1.898729161
7/24/2014,1987.98,1991.39,1985.79,15.42125964,1.898432532
7/25/2014,1978.34,1984.6,1974.37,15.3414256,1.889227802
7/28/2014,1978.91,1981.52,1967.31,15.33452403,1.88861921
7/29/2014,1969.95,1984.85,1969.95,15.25593324,1.880811409
7/30/2014,1970.07,1978.9,1962.42,15.25221509,1.876101032
7/31/2014,1930.67,1965.14,1930.67,14.93270538,1.841686204
8/1/2014,1925.15,1937.35,1916.37,14.88551641,1.838594618
8/4/2014,1938.99,1942.92,1921.2,14.97728755,1.848429776
8/5/2014,1920.21,1936.34,1913.77,14.83620211,1.833292278
8/6/2014,1920.24,1927.91,1911.45,14.8416596,1.833145376
8/7/2014,1909.57,1928.89,1904.78,14.76084351,1.824762766
8/8/2014,1931.59,1932.38,1909.01,14.91782448,1.84168635
8/11/2014,1936.92,1944.9,1933.43,14.95157814,1.846919946
8/12/2014,1933.75,1939.65,1928.29,14.92670512,1.843933705
8/13/2014,1946.72,1948.41,1935.6,15.02965102,1.858277967
8/14/2014,1955.18,1955.23,1947.41,15.09248511,1.86425909
8/15/2014,1955.06,1964.04,1941.5,15.09158815,1.864766906
8/18/2014,1971.74,1971.99,1958.36,15.21118777,1.877846899
8/19/2014,1981.6,1982.57,1972.73,15.28062388,1.886269426
8/20/2014,1986.51,1988.57,1977.68,15.31362979,1.889811819
8/21/2014,1992.37,1994.76,1986.82,15.35468703,1.891987822
8/22/2014,1988.4,1993.54,1984.76,15.32230339,1.890147862
8/25/2014,1997.92,2001.95,1991.74,15.38286788,1.895639554
8/26/2014,2000.02,2005.04,1998.59,15.39388477,1.896830933
8/27/2014,2000.12,2002.14,1996.2,15.39224919,1.897389414
8/28/2014,1996.74,1998.55,1990.52,15.35925135,1.894091903
8/29/2014,2003.37,2003.38,1994.65,15.40025988,1.898437971
9/2/2014,2002.28,2006.12,1994.85,15.37557672,1.897367616
9/3/2014,2000.72,2009.28,1998.14,15.35812878,1.895764704
9/4/2014,1997.65,2011.17,1992.54,15.33853537,1.893374368
9/5/2014,2007.71,2007.71,1990.1,15.41295876,1.903046375
9/8/2014,2001.54,2007.17,1995.6,15.34792873,1.896721567
9/9/2014,1988.44,2001.01,1984.61,15.25951926,1.885814008
9/10/2014,1995.69,1996.66,1982.99,15.3133059,1.891416152
9/11/2014,1997.45,1997.65,1985.93,15.32332214,1.891914985
9/12/2014,1985.54,1996.74,1980.26,15.2265289,1.879321091
9/15/2014,1984.13,1987.18,1978.48,15.20290205,1.877052638
9/16/2014,1998.98,2002.28,1979.06,15.30993351,1.889798774
9/17/2014,2001.57,2010.74,1993.29,15.32475865,1.890732395
9/18/2014,2011.36,2012.34,2003.07,15.39938267,1.89694343
9/19/2014,2010.4,2019.26,2006.59,15.39445873,1.894700017
9/22/2014,1994.29,2009.08,1991.01,15.25920994,1.879282354
9/23/2014,1982.77,1995.41,1982.77,15.16100583,1.869892397
9/24/2014,1998.3,1999.79,1978.63,15.27446276,1.882199307
9/25/2014,1965.99,1997.32,1965.99,15.02606064,1.856057084
9/26/2014,1982.85,1986.37,1966.22,15.1494198,1.869822917
9/29/2014,1977.8,1981.28,1964.04,15.10765352,1.863690521
9/30/2014,1972.29,1985.17,1968.96,15.07945041,1.860304106
10/1/2014,1946.16,1971.44,1941.72,14.86711145,1.837934452
10/2/2014,1946.17,1952.32,1926.03,14.87366166,1.838002913
10/3/2014,1967.9,1971.19,1948.12,15.05264896,1.855219404
10/6/2014,1964.82,1977.84,1958.43,15.02751627,1.854825346
10/7/2014,1935.1,1962.36,1934.87,14.79332503,1.831543099
10/8/2014,1968.89,1970.36,1925.25,15.05361615,1.859143975
10/9/2014,1928.21,1967.68,1927.56,14.76995607,1.828010059
10/10/2014,1906.13,1936.98,1906.05,14.59647754,1.808680846
10/13/2014,1874.74,1912.09,1874.14,14.35406878,1.782099623
10/14/2014,1877.7,1898.71,1871.79,14.39641243,1.784659275
10/15/2014,1862.49,1874.18,1820.66,14.28828638,1.776294783
10/16/2014,1862.76,1876.01,1835.02,14.29123793,1.775496611
10/17/2014,1886.76,1898.16,1864.91,14.49813795,1.798011142
10/20/2014,1904.01,1905.03,1882.3,14.68240788,1.817613865
10/21/2014,1941.28,1942.45,1909.38,14.95529931,1.846604659
10/22/2014,1927.11,1949.31,1926.83,14.84588305,1.836382681
10/23/2014,1950.82,1961.95,1931.02,15.02216978,1.856026428
10/24/2014,1964.58,1965.27,1946.27,15.14222155,1.867074422
10/27/2014,1961.63,1964.64,1951.37,15.12258101,1.864043613
10/28/2014,1985.05,1985.05,1964.14,15.29936113,1.882476665
10/29/2014,1982.3,1991.4,1969.04,15.28370665,1.879527564
10/30/2014,1994.65,1999.4,1974.75,15.37560975,1.888563895
10/31/2014,2018.05,2018.19,2001.2,15.56130482,1.909427851
11/3/2014,2017.81,2024.46,2013.68,15.55763296,1.90729812
11/4/2014,2012.1,2015.98,2001.01,15.51933544,1.902065115
11/5/2014,2023.57,2023.77,2014.42,15.58097415,1.908918731
11/6/2014,2031.21,2031.61,2015.86,15.64903833,1.914528934
11/7/2014,2031.92,2034.26,2025.07,15.65147169,1.916480289
11/10/2014,2038.26,2038.7,2030.17,15.69388822,1.922117638
11/11/2014,2039.68,2041.28,2035.28,15.70782239,1.925029935
11/12/2014,2038.25,2040.33,2031.95,15.69202052,1.923696183
11/13/2014,2039.33,2046.18,2030.44,15.71683457,1.931703824
11/14/2014,2039.82,2042.22,2035.2,15.72135225,1.932620068
11/17/2014,2041.32,2043.07,2034.46,15.71025419,1.932120762
11/18/2014,2051.8,2056.08,2041.48,15.79019079,1.941347353
11/19/2014,2048.72,2052.14,2040.37,15.76615987,1.938844801
11/20/2014,2052.75,2053.84,2040.49,15.79846294,1.941948923
11/21/2014,2063.5,2071.46,2056.75,15.87499026,1.950949387
11/24/2014,2069.41,2070.17,2065.07,15.90888086,1.953980204
11/25/2014,2067.03,2074.21,2064.75,15.89120522,1.953581635
11/26/2014,2072.83,2073.29,2066.62,15.93830892,1.959909655
11/28/2014,2067.56,2075.76,2065.06,15.92703221,1.96828404
12/1/2014,2053.44,2065.78,2049.57,15.8083523,1.955693622
12/2/2014,2066.55,2068.77,2053.77,15.90805447,1.965230136
12/3/2014,2074.33,2076.28,2066.65,15.97237894,1.970267666
12/4/2014,2071.92,2077.34,2062.34,15.95203354,1.969809097
12/5/2014,2075.37,2079.47,2070.81,16.00319869,1.969461632
12/8/2014,2060.31,2075.78,2054.27,15.94083094,1.960844058
12/9/2014,2059.82,2060.6,2034.17,15.93286859,1.960186832
12/10/2014,2026.14,2058.86,2024.26,15.67403363,1.932959802
12/11/2014,2035.33,2055.53,2027.92,15.75608464,1.941553083
12/12/2014,2002.33,2032.25,2002.33,15.53052244,1.916614462
12/15/2014,1989.63,2018.69,1982.26,15.43034194,1.906800434
12/16/2014,1972.74,2016.89,1972.56,15.31582283,1.894448205
12/17/2014,2012.89,2016.75,1973.77,15.64483466,1.927212396
12/18/2014,2061.23,2061.23,2018.98,16.03661127,1.966938069
12/19/2014,2070.65,2077.85,2061.03,16.12707027,1.974907377
12/22/2014,2078.54,2078.76,2069.28,16.18195027,1.982238292
12/23/2014,2082.17,2086.73,2079.77,16.21164655,1.982593353
12/24/2014,2081.88,2087.56,2081.86,16.21258201,1.982814315
12/26/2014,2088.77,2092.7,2084.3,16.25475948,1.989082854
12/29/2014,2090.57,2093.55,2085.75,16.25032802,1.988636558
12/30/2014,2080.35,2088.49,2079.53,16.16941322,1.978953598
12/31/2014,2058.9,2085.58,2057.94,16.00632469,1.962431589
1/2/2015,2058.2,2072.36,2046.04,15.99511669,1.962949042
1/5/2015,2020.58,2054.44,2017.34,15.72492047,1.935584256
1/6/2015,2002.61,2030.25,1992.44,15.61361743,1.929589021
1/7/2015,2025.9,2029.61,2005.55,15.88728808,1.949810684
1/8/2015,2062.14,2064.08,2030.61,16.18177003,1.980935666
1/9/2015,2044.81,2064.43,2038.33,16.06700202,1.969085771
1/12/2015,2028.26,2049.3,2022.58,15.96478114,1.956292006
1/13/2015,2023.03,2056.93,2008.25,15.9485077,1.954141696
1/14/2015,2011.27,2018.4,1988.44,15.91268827,1.952213784
1/15/2015,1992.67,2021.35,1991.47,15.77387033,1.940136084
1/16/2015,2019.42,2020.46,1988.12,15.99351737,1.963096978
1/20/2015,2022.55,2028.94,2004.49,16.0765832,1.985001328
1/21/2015,2032.12,2038.29,2012.04,16.19482832,1.993624741
1/22/2015,2063.15,2064.62,2026.38,16.49374851,2.018512253
1/23/2015,2051.82,2062.98,2050.54,16.44493983,2.010179762
1/26/2015,2057.09,2057.62,2040.97,16.50787191,2.018820117
1/27/2015,2029.55,2047.86,2019.91,16.35191773,1.998493073
1/28/2015,2002.16,2042.49,2001.49,16.11130226,1.975213808
1/29/2015,2021.25,2024.64,1989.18,16.27762263,1.996010513
1/30/2015,1994.99,2023.32,1993.38,16.09283832,1.984530771
2/2/2015,2020.85,2021.66,1980.9,16.28206798,2.012771588
2/3/2015,2050.03,2050.3,2022.71,16.50862987,2.037215111
2/4/2015,2041.51,2054.74,2036.72,16.4501583,2.034119803
2/5/2015,2062.52,2063.55,2043.45,16.61790332,2.052814691
2/6/2015,2055.47,2072.4,2049.97,16.55902958,2.041776353
2/9/2015,2046.74,2056.16,2041.88,16.47485168,2.036982246
2/10/2015,2068.59,2070.86,2048.62,16.64939248,2.056449956
2/11/2015,2068.53,2073.48,2057.99,16.65403618,2.055455817
2/12/2015,2088.48,2088.53,2069.98,16.82318855,2.073464765
2/13/2015,2096.99,2097.03,2086.7,16.88457849,2.082627653
2/17/2015,2100.34,2101.3,2089.8,16.88267155,2.080097213
2/18/2015,2099.68,2100.23,2092.15,16.88453585,2.082326843
2/19/2015,2097.45,2102.13,2090.79,16.877552,2.08043936
2/20/2015,2110.3,2110.61,2085.44,16.98174032,2.089068936
2/23/2015,2109.66,2110.05,2103,16.9644133,2.088705174
2/24/2015,2115.48,2117.94,2105.87,17.00782671,2.091722518
2/25/2015,2113.86,2119.59,2109.89,17.00753474,2.090820904
2/26/2015,2110.74,2113.91,2103.76,16.98742609,2.088653086
2/27/2015,2104.5,2112.74,2103.75,16.93068507,2.083519312
3/2/2015,2117.39,2117.52,2104.5,17.03081836,2.093333566
3/3/2015,2107.78,2115.76,2098.26,16.95313625,2.086857348
3/4/2015,2098.53,2107.72,2087.62,16.87488074,2.078745409
3/5/2015,2101.04,2104.25,2095.22,16.89490778,2.080535377
3/6/2015,2071.26,2100.91,2067.27,16.64384362,2.053380853
3/9/2015,2079.43,2083.49,2072.21,16.691428,2.059297355
3/10/2015,2044.16,2076.14,2044.16,16.40450621,2.030400254
3/11/2015,2040.24,2050.08,2039.69,16.38574481,2.02450603
3/12/2015,2065.95,2066.41,2041.1,16.61260719,2.045679377
